"Date","Open","High","Low","Close","Volume","Symbol"
2017-03-27,838.07,850.3,833.5,846.82,2755775,"AMZN"
2017-03-24,851.68,851.8,843.53,845.61,2138269,"AMZN"
2017-03-23,848.2,850.89,844.8,847.38,1952964,"AMZN"
2017-03-22,840.43,849.37,839.05,848.06,2658669,"AMZN"
2017-03-21,858.84,862.8,841.31,843.2,4382852,"AMZN"
2017-03-20,851.51,857.8,851.01,856.97,2282727,"AMZN"
2017-03-17,853.49,853.83,850.64,852.31,3384403,"AMZN"
2017-03-16,855.3,855.5,850.51,853.42,1842296,"AMZN"
2017-03-15,854.33,854.45,847.11,852.97,2562176,"AMZN"
2017-03-14,853.55,853.75,847.55,852.53,2130586,"AMZN"
2017-03-13,851.77,855.69,851.71,854.59,1909672,"AMZN"
2017-03-10,857,857.35,851.72,852.46,2436434,"AMZN"
2017-03-09,851,856.4,850.31,853,2048187,"AMZN"
2017-03-08,848,853.07,846.79,850.5,2288317,"AMZN"
2017-03-07,845.48,848.46,843.75,846.02,2247554,"AMZN"
2017-03-06,845.23,848.49,841.12,846.61,2610370,"AMZN"
2017-03-03,847.2,851.98,846.27,849.88,1951575,"AMZN"
2017-03-02,853.08,854.82,847.28,848.91,2132098,"AMZN"
2017-03-01,853.05,854.83,849.01,853.08,2760083,"AMZN"
2017-02-28,851.45,854.09,842.05,845.04,2793709,"AMZN"
2017-02-27,842.38,852.5,839.67,848.64,2713627,"AMZN"
2017-02-24,844.69,845.81,837.75,845.24,3687963,"AMZN"
2017-02-23,857.57,860.86,848,852.19,3461984,"AMZN"
2017-02-22,856.95,858.43,852.18,855.61,2616971,"AMZN"
2017-02-21,848.84,857.98,847.25,856.44,3507742,"AMZN"
2017-02-17,842,847.27,840.73,845.07,3112275,"AMZN"
2017-02-16,841.84,845,839.38,844.14,2714667,"AMZN"
2017-02-15,834,842.81,832.82,842.7,2968853,"AMZN"
2017-02-14,837,838.31,831.45,836.39,2792442,"AMZN"
2017-02-13,831.62,843,828.55,836.53,4172618,"AMZN"
2017-02-10,823.82,828,822.85,827.46,2429609,"AMZN"
2017-02-09,821.6,825,819.71,821.36,2484948,"AMZN"
2017-02-08,812.69,821.48,812.5,819.71,2857985,"AMZN"
2017-02-07,809.31,816.16,807.5,812.5,3466091,"AMZN"
2017-02-06,809.8,810.72,803,807.64,3897301,"AMZN"
2017-02-03,806.72,818.3,804,810.2,10868773,"AMZN"
2017-02-02,836.59,842.49,828.26,839.95,7350492,"AMZN"
2017-02-01,829.21,833.78,824.94,832.35,3850181,"AMZN"
2017-01-31,823.75,826.99,819.56,823.48,3137196,"AMZN"
2017-01-30,833,833.5,816.38,830.38,3747336,"AMZN"
2017-01-27,839,839.7,829.44,835.77,2998700,"AMZN"
2017-01-26,835.53,843.84,833,839.15,3586323,"AMZN"
2017-01-25,825.79,837.42,825.29,836.52,4023078,"AMZN"
2017-01-24,822,823.99,814.5,822.44,2971740,"AMZN"
2017-01-23,806.8,818.5,805.08,817.88,2797474,"AMZN"
2017-01-20,815.28,816.02,806.26,808.33,3376196,"AMZN"
2017-01-19,810,813.51,807.32,809.04,2540784,"AMZN"
2017-01-18,809.5,811.73,804.27,807.48,2354201,"AMZN"
2017-01-17,815.7,816,803.44,809.72,3670529,"AMZN"
2017-01-13,814.32,821.65,811.4,817.14,3791945,"AMZN"
2017-01-12,800.31,814.13,799.5,813.64,4873922,"AMZN"
2017-01-11,793.66,799.5,789.51,799.02,2992791,"AMZN"
2017-01-10,796.6,798,789.54,795.9,2558369,"AMZN"
2017-01-09,798,801.77,791.77,796.92,3446109,"AMZN"
2017-01-06,782.36,799.44,778.48,795.99,5986234,"AMZN"
2017-01-05,761.55,782.4,760.26,780.45,5830068,"AMZN"
2017-01-04,758.39,759.68,754.2,757.18,2510526,"AMZN"
2017-01-03,757.92,758.76,747.7,753.67,3521066,"AMZN"
2016-12-30,766.47,767.4,748.28,749.87,4139449,"AMZN"
2016-12-29,772.4,773.4,760.85,765.15,3158299,"AMZN"
2016-12-28,776.25,780,770.5,772.13,3301025,"AMZN"
2016-12-27,763.4,774.65,761.2,771.4,2638725,"AMZN"
2016-12-23,764.55,766.5,757.99,760.59,1981616,"AMZN"
2016-12-22,768.12,771.21,763.02,766.34,2543551,"AMZN"
2016-12-21,770,771.22,765.7,770.6,2044629,"AMZN"
2016-12-20,768.65,774.39,767.71,771.22,2703629,"AMZN"
2016-12-19,758.89,770.5,756.16,766,3113240,"AMZN"
2016-12-16,765,765.13,754,757.77,4848219,"AMZN"
2016-12-15,766.28,769.1,760.31,761,3801927,"AMZN"
2016-12-14,778.25,780.86,762.81,768.82,5454836,"AMZN"
2016-12-13,764.96,782.46,762,774.34,5285288,"AMZN"
2016-12-12,766.4,766.89,757.2,760.12,2963945,"AMZN"
2016-12-09,770,770.25,765.34,768.66,2470923,"AMZN"
2016-12-08,771.87,773.79,765.19,767.33,3189608,"AMZN"
2016-12-07,764.55,770.42,755.82,770.42,3684906,"AMZN"
2016-12-06,763.99,768.24,757.25,764.72,3794746,"AMZN"
2016-12-05,745,761.49,742,759.36,4314723,"AMZN"
2016-12-02,743.4,748.49,736.7,740.34,3561307,"AMZN"
2016-12-01,752.41,753.37,738.03,743.65,4665993,"AMZN"
2016-11-30,762,768.09,750.25,750.57,4625946,"AMZN"
2016-11-29,768,769.89,761.32,762.52,3272344,"AMZN"
2016-11-28,776.99,777,764.24,766.77,4438828,"AMZN"
2017-11-24,83.01,83.43,82.78,83.26,7425603,"MSFT"
2017-11-22,83.83,83.9,83.04,83.11,20553089,"MSFT"
2017-11-21,82.74,83.84,82.74,83.72,21237454,"MSFT"
2017-11-20,82.4,82.59,82.25,82.53,16314978,"MSFT"
2017-11-17,83.12,83.12,82.24,82.4,22078993,"MSFT"
2017-11-16,83.1,83.42,82.94,83.2,20962750,"MSFT"
2017-11-15,83.47,83.69,82.69,82.98,19383102,"MSFT"
2017-11-14,83.5,84.1,82.98,84.05,18801280,"MSFT"
2017-11-13,83.66,83.94,83.46,83.93,14196896,"MSFT"
2017-11-10,83.79,84.1,83.23,83.87,19397793,"MSFT"
2017-11-09,84.11,84.27,82.9,84.09,21178356,"MSFT"
2017-11-08,84.14,84.61,83.83,84.56,18034170,"MSFT"
2017-11-07,84.77,84.9,83.93,84.27,17939727,"MSFT"
2017-11-06,84.2,84.7,84.08,84.47,19860852,"MSFT"
2017-11-03,84.08,84.54,83.4,84.14,17633543,"MSFT"
2017-11-02,83.35,84.46,83.12,84.05,23992945,"MSFT"
2017-11-01,83.68,83.76,82.88,83.18,22307371,"MSFT"
2017-10-31,84.36,84.36,83.11,83.18,27086575,"MSFT"
2017-10-30,83.7,84.32,83.1,83.89,31756653,"MSFT"
2017-10-27,84.37,86.2,83.61,83.81,71066729,"MSFT"
2017-10-26,79.2,79.42,78.75,78.76,32120717,"MSFT"
2017-10-25,78.58,79.1,78.01,78.63,20410808,"MSFT"
2017-10-24,78.9,79.2,78.46,78.86,17517182,"MSFT"
2017-10-23,78.99,79.34,78.76,78.83,20627173,"MSFT"
2017-10-20,78.32,78.97,78.22,78.81,22866426,"MSFT"
2017-10-19,77.57,77.93,77.35,77.91,15092758,"MSFT"
2017-10-18,77.67,77.85,77.37,77.61,13300701,"MSFT"
2017-10-17,77.47,77.62,77.25,77.59,16823989,"MSFT"
2017-10-16,77.42,77.81,77.35,77.65,12380093,"MSFT"
2017-10-13,77.59,77.87,77.29,77.49,15335742,"MSFT"
2017-10-12,76.49,77.29,76.37,77.12,16876538,"MSFT"
2017-10-11,76.36,76.46,75.95,76.42,15388898,"MSFT"
2017-10-10,76.33,76.63,76.14,76.29,13944545,"MSFT"
2017-10-09,75.97,76.55,75.86,76.29,11386502,"MSFT"
2017-10-06,75.67,76.03,75.54,76,13959814,"MSFT"
2017-10-05,75.22,76.12,74.96,75.97,21195261,"MSFT"
2017-10-04,74.09,74.72,73.71,74.69,13317681,"MSFT"
2017-10-03,74.67,74.88,74.2,74.26,12190403,"MSFT"
2017-10-02,74.71,75.01,74.3,74.61,15304762,"MSFT"
2017-09-29,73.94,74.54,73.88,74.49,17079114,"MSFT"
2017-09-28,73.54,73.97,73.31,73.87,10883787,"MSFT"
2017-09-27,73.55,74.17,73.17,73.85,19375099,"MSFT"
2017-09-26,73.67,73.81,72.99,73.26,18019577,"MSFT"
2017-09-25,74.09,74.25,72.92,73.26,24149163,"MSFT"
2017-09-22,73.99,74.51,73.85,74.41,14111365,"MSFT"
2017-09-21,75.11,75.24,74.11,74.21,19186140,"MSFT"
2017-09-20,75.35,75.55,74.31,74.94,21587878,"MSFT"
2017-09-19,75.21,75.71,75.01,75.44,16093344,"MSFT"
2017-09-18,75.23,75.97,75.04,75.16,23306959,"MSFT"
2017-09-15,74.83,75.39,74.07,75.31,38578441,"MSFT"
2017-09-14,75,75.49,74.52,74.77,15733914,"MSFT"
2017-09-13,74.93,75.23,74.55,75.21,13380802,"MSFT"
2017-09-12,74.76,75.24,74.37,74.68,14394850,"MSFT"
2017-09-11,74.31,74.94,74.31,74.76,17910383,"MSFT"
2017-09-08,74.33,74.44,73.84,73.98,14703816,"MSFT"
2017-09-07,73.68,74.6,73.6,74.34,17471200,"MSFT"
2017-09-06,73.74,74.04,73.35,73.4,16535785,"MSFT"
2017-09-05,73.34,73.89,72.98,73.61,22242384,"MSFT"
2017-09-01,74.71,74.74,73.64,73.94,21736161,"MSFT"
2017-08-31,74.03,74.96,73.8,74.77,27652811,"MSFT"
2017-08-30,73.01,74.21,72.83,74.01,16897801,"MSFT"
2017-08-29,72.25,73.16,72.05,73.05,11478382,"MSFT"
2017-08-28,73.06,73.09,72.55,72.83,14569715,"MSFT"
2017-08-25,72.86,73.35,72.48,72.82,12794301,"MSFT"
2017-08-24,72.74,72.86,72.07,72.69,17098282,"MSFT"
2017-08-23,72.96,73.15,72.53,72.72,13766507,"MSFT"
2017-08-22,72.35,73.24,72.35,73.16,14343674,"MSFT"
2017-08-21,72.47,72.48,71.7,72.15,17734767,"MSFT"
2017-08-18,72.27,72.84,71.93,72.49,18761491,"MSFT"
2017-08-17,73.58,73.87,72.4,72.4,22977519,"MSFT"
2017-08-16,73.34,74.1,73.17,73.65,18150402,"MSFT"
2017-08-15,73.59,73.59,73.04,73.22,19181402,"MSFT"
2017-08-14,73.06,73.72,72.95,73.59,20096592,"MSFT"
2017-08-11,71.61,72.7,71.28,72.5,21443675,"MSFT"
2017-08-10,71.9,72.19,71.35,71.41,24734461,"MSFT"
2017-08-09,72.25,72.51,72.05,72.47,22213410,"MSFT"
2017-08-08,72.09,73.13,71.75,72.79,22044587,"MSFT"
2017-08-07,72.8,72.9,72.26,72.4,18705681,"MSFT"
2017-08-04,72.4,73.04,72.24,72.68,22578952,"MSFT"
2017-08-03,72.19,72.44,71.84,72.15,18214424,"MSFT"
2017-08-02,72.55,72.56,71.44,72.26,26499158,"MSFT"
2017-08-01,73.1,73.42,72.49,72.58,20823890,"MSFT"
2017-07-31,73.3,73.44,72.41,72.7,23600054,"MSFT"
2017-07-28,72.67,73.31,72.54,73.04,18306680,"MSFT"
2017-07-27,73.76,74.42,72.32,73.16,36844220,"MSFT"
2017-07-26,74.34,74.38,73.81,74.05,16252233,"MSFT"
2017-07-25,73.8,74.31,73.5,74.19,22018681,"MSFT"
2017-07-24,73.53,73.75,73.13,73.6,21394826,"MSFT"
2017-07-21,73.45,74.29,73.17,73.79,46717082,"MSFT"
2017-07-20,74.18,74.3,73.28,74.22,42361025,"MSFT"
2017-07-19,73.5,74.04,73.45,73.86,22416222,"MSFT"
2017-07-18,73.09,73.39,72.66,73.3,26435296,"MSFT"
2017-07-17,72.8,73.45,72.72,73.35,21803907,"MSFT"
2017-07-14,72.24,73.27,71.96,72.78,25868086,"MSFT"
2017-07-13,71.5,72.04,71.31,71.77,20269816,"MSFT"
2017-07-12,70.69,71.28,70.55,71.15,17750925,"MSFT"
2017-07-11,70.11,70.68,69.75,69.99,17460022,"MSFT"
2017-07-10,69.46,70.25,69.2,69.98,15014503,"MSFT"
2017-07-07,68.7,69.84,68.7,69.46,16878317,"MSFT"
2017-07-06,68.27,68.78,68.12,68.57,21117572,"MSFT"
2017-07-05,68.26,69.44,68.22,69.08,21176272,"MSFT"
2017-07-03,69.33,69.6,68.02,68.17,16165538,"MSFT"
2017-06-30,68.78,69.38,68.74,68.93,24161068,"MSFT"
2017-06-29,69.38,69.49,68.09,68.49,28918715,"MSFT"
2017-06-28,69.21,69.84,68.79,69.8,25806200,"MSFT"
2017-06-27,70.11,70.18,69.18,69.21,25215128,"MSFT"
2017-06-26,71.4,71.71,70.44,70.53,19606974,"MSFT"
2017-06-23,70.09,71.25,69.92,71.21,27617291,"MSFT"
2017-06-22,70.54,70.59,69.71,70.26,22965738,"MSFT"
2017-06-21,70.21,70.62,69.94,70.27,19891051,"MSFT"
2017-06-20,70.82,70.87,69.87,69.91,21512231,"MSFT"
2017-06-19,70.5,70.94,70.35,70.87,23798268,"MSFT"
2017-06-16,69.73,70.03,69.22,70,48345085,"MSFT"
2017-06-15,69.27,70.21,68.8,69.9,26068709,"MSFT"
2017-06-14,70.91,71.1,69.43,70.27,25510685,"MSFT"
2017-06-13,70.02,70.82,69.96,70.65,25258614,"MSFT"
2017-06-12,69.25,69.94,68.13,69.78,47761743,"MSFT"
2017-06-09,72.04,72.08,68.59,70.32,49187396,"MSFT"
2017-06-08,72.51,72.52,71.5,71.95,24588270,"MSFT"
2017-06-07,72.64,72.77,71.95,72.39,22301765,"MSFT"
2017-06-06,72.3,72.62,72.27,72.52,31511065,"MSFT"
2017-06-05,71.97,72.89,71.81,72.28,33316760,"MSFT"
2017-06-02,70.44,71.86,70.24,71.76,34770261,"MSFT"
2017-06-01,70.24,70.61,69.45,70.1,21603601,"MSFT"
2017-05-31,70.53,70.74,69.81,69.84,30436364,"MSFT"
2017-05-30,69.79,70.41,69.77,70.41,17072838,"MSFT"
2017-05-26,69.8,70.22,69.52,69.96,19827923,"MSFT"
2017-05-25,68.97,69.88,68.91,69.62,21854095,"MSFT"
2017-05-24,68.87,68.88,68.45,68.77,14666865,"MSFT"
2017-05-23,68.72,68.75,68.38,68.68,15425824,"MSFT"
2017-05-22,67.89,68.5,67.5,68.45,16237550,"MSFT"
2017-05-19,67.5,68.1,67.43,67.69,26961119,"MSFT"
2017-05-18,67.4,68.13,67.14,67.71,25201274,"MSFT"
2017-05-17,68.89,69.1,67.43,67.48,30548781,"MSFT"
2017-05-16,68.23,69.44,68.16,69.41,34956038,"MSFT"
2017-05-15,68.14,68.48,67.57,68.43,31530301,"MSFT"
2017-05-12,68.61,68.61,68.04,68.38,18714123,"MSFT"
2017-05-11,68.36,68.73,68.12,68.46,28789413,"MSFT"
2017-05-10,68.99,69.56,68.92,69.31,17977830,"MSFT"
2017-05-09,68.86,69.28,68.68,69.04,22858414,"MSFT"
2017-05-08,68.97,69.05,68.42,68.94,18566087,"MSFT"
2017-05-05,68.9,69.03,68.48,69,19128782,"MSFT"
2017-05-04,69.03,69.08,68.64,68.81,21749409,"MSFT"
2017-05-03,69.38,69.38,68.71,69.08,28927973,"MSFT"
2017-05-02,69.71,69.71,69.13,69.3,23906119,"MSFT"
2017-05-01,68.68,69.55,68.5,69.41,31954362,"MSFT"
2017-04-28,68.91,69.14,67.69,68.46,39548818,"MSFT"
2017-04-27,68.15,68.38,67.58,68.27,34970953,"MSFT"
2017-04-26,68.08,68.31,67.62,67.83,26190770,"MSFT"
2017-04-25,67.9,68.04,67.6,67.92,30242730,"MSFT"
2017-04-24,67.48,67.66,67.1,67.53,29769976,"MSFT"
2017-04-21,65.67,66.7,65.45,66.4,32522645,"MSFT"
2017-04-20,65.46,65.75,65.14,65.5,22299477,"MSFT"
2017-04-19,65.65,65.75,64.89,65.04,26992771,"MSFT"
2017-04-18,65.33,65.71,65.16,65.39,15155611,"MSFT"
2017-04-17,65.04,65.49,65.01,65.48,16689265,"MSFT"
2017-04-13,65.29,65.86,64.95,64.95,17896483,"MSFT"
2017-04-12,65.42,65.51,65.11,65.23,17108513,"MSFT"
2017-04-11,65.6,65.61,64.85,65.48,18791533,"MSFT"
2017-04-10,65.61,65.82,65.36,65.53,17952742,"MSFT"
2017-04-07,65.85,65.96,65.44,65.68,14108533,"MSFT"
2017-04-06,65.6,66.06,65.48,65.73,18103453,"MSFT"
2017-04-05,66.3,66.35,65.44,65.56,21448594,"MSFT"
2017-04-04,65.39,65.81,65.28,65.73,12997449,"MSFT"
2017-04-03,65.81,65.94,65.19,65.55,20400871,"MSFT"
2017-03-31,65.65,66.19,65.45,65.86,21040331,"MSFT"
2017-03-30,65.42,65.98,65.36,65.71,15122823,"MSFT"
2017-03-29,65.12,65.5,64.95,65.47,13618424,"MSFT"
2017-03-28,64.96,65.47,64.65,65.29,20080358,"MSFT"
2017-03-27,64.63,65.22,64.35,65.1,18614662,"MSFT"
2017-03-24,65.36,65.45,64.76,64.98,22617105,"MSFT"
2017-03-23,64.94,65.24,64.76,64.87,19269203,"MSFT"
2017-03-22,64.12,65.14,64.12,65.03,20680015,"MSFT"
2017-03-21,65.19,65.5,64.13,64.21,26640480,"MSFT"
2017-03-20,64.91,65.18,64.72,64.93,14598083,"MSFT"
2017-03-17,64.91,65.24,64.68,64.87,49219686,"MSFT"
2017-03-16,64.75,64.76,64.3,64.64,20674296,"MSFT"
2017-03-15,64.55,64.92,64.25,64.75,24833810,"MSFT"
2017-03-14,64.53,64.55,64.15,64.41,14280202,"MSFT"
2017-03-13,65.01,65.2,64.57,64.71,20100035,"MSFT"
2017-03-10,65.11,65.26,64.75,64.93,19538245,"MSFT"
2017-03-09,65.19,65.2,64.48,64.73,19846832,"MSFT"
2017-03-08,64.26,65.08,64.25,64.99,21510907,"MSFT"
2017-03-07,64.19,64.78,64.19,64.4,18520987,"MSFT"
2017-03-06,63.97,64.56,63.81,64.27,18750255,"MSFT"
2017-03-03,63.99,64.28,63.62,64.25,18139405,"MSFT"
2017-03-02,64.69,64.75,63.88,64.01,24539597,"MSFT"
2017-03-01,64.13,64.99,64.02,64.94,26937459,"MSFT"
2017-02-28,64.08,64.2,63.76,63.98,23239825,"MSFT"
2017-02-27,64.54,64.54,64.04,64.23,15871507,"MSFT"
2017-02-24,64.53,64.8,64.14,64.62,21796800,"MSFT"
2017-02-23,64.42,64.73,64.2,64.62,20273128,"MSFT"
2017-02-22,64.33,64.39,64.05,64.36,19292651,"MSFT"
2017-02-21,64.61,64.95,64.45,64.49,20655869,"MSFT"
2017-02-17,64.47,64.69,64.3,64.62,21248818,"MSFT"
2017-02-16,64.74,65.24,64.44,64.52,20546345,"MSFT"
2017-02-15,64.5,64.57,64.16,64.53,17005157,"MSFT"
2017-02-14,64.41,64.72,64.02,64.57,23108426,"MSFT"
2017-02-13,64.24,64.86,64.13,64.72,22920101,"MSFT"
2017-02-10,64.25,64.3,63.98,64,18170729,"MSFT"
2017-02-09,63.52,64.44,63.32,64.06,22644443,"MSFT"
2017-02-08,63.57,63.81,63.22,63.34,18096358,"MSFT"
2017-02-07,63.74,63.78,63.23,63.43,20277226,"MSFT"
2017-02-06,63.5,63.65,63.14,63.64,19796360,"MSFT"
2017-02-03,63.5,63.7,63.07,63.68,30301759,"MSFT"
2017-02-02,63.25,63.41,62.75,63.17,45827013,"MSFT"
2017-02-01,64.36,64.62,63.47,63.58,39671528,"MSFT"
2017-01-31,64.86,65.15,64.26,64.65,25270549,"MSFT"
2017-01-30,65.69,65.79,64.8,65.13,31651445,"MSFT"
2017-01-27,65.39,65.91,64.89,65.78,44817972,"MSFT"
2017-01-26,64.12,64.54,63.55,64.27,43554645,"MSFT"
2017-01-25,63.95,64.1,63.45,63.68,24654933,"MSFT"
2017-01-24,63.2,63.74,62.94,63.52,24672940,"MSFT"
2017-01-23,62.7,63.12,62.57,62.96,23097581,"MSFT"
2017-01-20,62.67,62.82,62.37,62.74,30213462,"MSFT"
2017-01-19,62.24,62.98,62.2,62.3,18451655,"MSFT"
2017-01-18,62.67,62.7,62.12,62.5,19670102,"MSFT"
2017-01-17,62.68,62.7,62.03,62.53,20663983,"MSFT"
2017-01-13,62.62,62.86,62.35,62.7,19422310,"MSFT"
2017-01-12,63.06,63.4,61.95,62.61,20968223,"MSFT"
2017-01-11,62.61,63.23,62.43,63.19,21517335,"MSFT"
2017-01-10,62.73,63.07,62.28,62.62,18593004,"MSFT"
2017-01-09,62.76,63.08,62.54,62.64,20382730,"MSFT"
2017-01-06,62.3,63.15,62.04,62.84,19922919,"MSFT"
2017-01-05,62.19,62.66,62.03,62.3,24875968,"MSFT"
2017-01-04,62.48,62.75,62.12,62.3,21339969,"MSFT"
2017-01-03,62.79,62.84,62.12,62.58,20694101,"MSFT"
2016-12-30,62.96,62.99,62.03,62.14,25579908,"MSFT"
2016-12-29,62.86,63.2,62.73,62.9,10250582,"MSFT"
2016-12-28,63.4,63.4,62.83,62.99,14653348,"MSFT"
2016-12-27,63.21,64.07,63.21,63.28,11763173,"MSFT"
2016-12-23,63.45,63.54,62.8,63.24,12403819,"MSFT"
2016-12-22,63.84,64.1,63.4,63.55,22176585,"MSFT"
2016-12-21,63.43,63.7,63.12,63.54,17096304,"MSFT"
2016-12-20,63.69,63.8,63.02,63.54,26028379,"MSFT"
2016-12-19,62.56,63.77,62.42,63.62,34338219,"MSFT"
2016-12-16,62.95,62.95,62.12,62.3,42453083,"MSFT"
2016-12-15,62.7,63.15,62.3,62.58,27669868,"MSFT"
2016-12-14,63,63.45,62.53,62.68,30352654,"MSFT"
2016-12-13,62.5,63.42,62.24,62.98,35718868,"MSFT"
2016-12-12,61.82,62.3,61.72,62.17,20198081,"MSFT"
2016-12-09,61.18,61.99,61.12,61.97,27349356,"MSFT"
2016-12-08,61.3,61.58,60.84,61.01,21220753,"MSFT"
2016-12-07,60.01,61.38,59.8,61.37,30808969,"MSFT"
2016-12-06,60.43,60.46,59.8,59.95,19907035,"MSFT"
2016-12-05,59.7,60.58,59.56,60.22,23552658,"MSFT"
2016-12-02,59.08,59.47,58.8,59.25,25515665,"MSFT"
2016-12-01,60.11,60.15,58.94,59.2,34542121,"MSFT"
2016-11-30,60.86,61.18,60.22,60.26,34655435,"MSFT"
2016-11-29,60.65,61.41,60.52,61.09,22366721,"MSFT"
2016-11-28,60.34,61.02,60.21,60.61,20732619,"MSFT"
2017-11-24,44.55,44.78,44.43,44.75,6465815,"INTC"
2017-11-22,44.94,44.95,44.54,44.65,19538331,"INTC"
2017-11-21,44.72,45.22,44.71,44.94,21871027,"INTC"
2017-11-20,44.73,45.12,44.5,44.62,22420003,"INTC"
2017-11-17,45.5,45.62,44.62,44.63,63798040,"INTC"
2017-11-16,45.63,46.07,45.46,45.65,26439406,"INTC"
2017-11-15,45.39,45.8,45.17,45.46,17157204,"INTC"
2017-11-14,45.7,45.92,45.32,45.86,22201170,"INTC"
2017-11-13,45.26,45.94,45.25,45.75,18999002,"INTC"
2017-11-10,46.04,46.09,45.38,45.58,24095354,"INTC"
2017-11-09,46.05,46.39,45.65,46.3,25570358,"INTC"
2017-11-08,46.62,46.7,46.28,46.7,21565759,"INTC"
2017-11-07,46.7,47.09,46.39,46.78,24461371,"INTC"
2017-11-06,46.6,46.74,46.09,46.7,34034971,"INTC"
2017-11-03,47.2,47.3,45.6,46.34,39298110,"INTC"
2017-11-02,46.61,47.23,46.21,47.1,44602250,"INTC"
2017-11-01,45.97,46.71,45.59,46.71,47813724,"INTC"
2017-10-31,45.2,45.8,44.65,45.49,47000920,"INTC"
2017-10-30,44.48,45.19,43.88,44.37,48161518,"INTC"
2017-10-27,43.3,45,43.1,44.4,90028300,"INTC"
2017-10-26,40.91,41.58,40.71,41.35,38247395,"INTC"
2017-10-25,40.89,41.06,40.49,40.78,24031660,"INTC"
2017-10-24,41,41.05,40.72,40.95,19652417,"INTC"
2017-10-23,40.55,41.04,40.4,40.83,28646966,"INTC"
2017-10-20,40.33,40.45,40.1,40.43,18335672,"INTC"
2017-10-19,39.88,40.33,39.83,40.09,19222705,"INTC"
2017-10-18,39.8,40.29,39.6,40.25,21424554,"INTC"
2017-10-17,39.56,39.86,39.37,39.79,15532818,"INTC"
2017-10-16,39.71,39.79,39.44,39.76,12489135,"INTC"
2017-10-13,39.44,39.81,39.28,39.67,16829366,"INTC"
2017-10-12,39.35,39.39,38.98,39.19,18286944,"INTC"
2017-10-11,39.48,39.67,39.06,39.3,30754708,"INTC"
2017-10-10,39.93,39.95,39.38,39.65,29890017,"INTC"
2017-10-09,39.68,39.88,39.52,39.86,18494080,"INTC"
2017-10-06,39.6,39.89,39.42,39.63,18887536,"INTC"
2017-10-05,39.5,39.65,39.21,39.53,17710277,"INTC"
2017-10-04,39.39,39.4,38.86,39.34,28368824,"INTC"
2017-10-03,38.95,39.7,38.95,39.38,34002193,"INTC"
2017-10-02,38.12,39.09,38.08,39.04,37394514,"INTC"
2017-09-29,37.84,38.15,37.7,38.08,23217336,"INTC"
2017-09-28,37.32,37.88,37.29,37.83,21171441,"INTC"
2017-09-27,37.62,37.69,37.1,37.54,25727062,"INTC"
2017-09-26,37.21,37.64,37,37.47,29790369,"INTC"
2017-09-25,37.05,37.23,36.85,37.16,23180838,"INTC"
2017-09-22,36.95,37.22,36.95,37.18,21631754,"INTC"
2017-09-21,36.99,37.27,36.85,37.2,22954158,"INTC"
2017-09-20,37.23,37.29,36.66,37.07,23957476,"INTC"
2017-09-19,37.2,37.3,37.02,37.23,23850525,"INTC"
2017-09-18,37,37.33,36.8,37,19393834,"INTC"
2017-09-15,36.55,37.08,36.22,37,33596072,"INTC"
2017-09-14,36.19,36.7,36.16,36.48,18093946,"INTC"
2017-09-13,36,36.4,35.97,36.33,15509787,"INTC"
2017-09-12,35.88,36.34,35.74,36.09,19489892,"INTC"
2017-09-11,35.49,36,35.14,35.77,20037575,"INTC"
2017-09-08,35.19,35.54,35.08,35.19,14125018,"INTC"
2017-09-07,35.88,35.95,35.33,35.54,16297077,"INTC"
2017-09-06,35.22,35.94,35.11,35.76,28076438,"INTC"
2017-09-05,35.02,35.33,34.93,35.02,19300594,"INTC"
2017-09-01,35.24,35.39,35.07,35.09,12821972,"INTC"
2017-08-31,34.94,35.18,34.87,35.07,16366772,"INTC"
2017-08-30,34.75,34.96,34.63,34.89,18565007,"INTC"
2017-08-29,34.51,34.75,34.46,34.73,15843668,"INTC"
2017-08-28,34.78,34.8,34.59,34.65,20712876,"INTC"
2017-08-25,34.82,34.93,34.58,34.67,14726829,"INTC"
2017-08-24,34.7,34.89,34.55,34.71,14301892,"INTC"
2017-08-23,34.54,34.81,34.38,34.66,19648134,"INTC"
2017-08-22,35.02,35.19,34.62,34.65,26097791,"INTC"
2017-08-21,35.09,35.28,34.7,34.92,26493271,"INTC"
2017-08-18,35.29,35.31,34.99,35.01,16231408,"INTC"
2017-08-17,35.6,35.68,35.17,35.17,19524961,"INTC"
2017-08-16,35.98,36.07,35.56,35.81,22013991,"INTC"
2017-08-15,36.3,36.32,35.82,36,21706563,"INTC"
2017-08-14,36.12,36.47,36.08,36.34,18469448,"INTC"
2017-08-11,36.26,36.4,35.79,35.87,19275060,"INTC"
2017-08-10,36.4,36.56,36.11,36.14,22693316,"INTC"
2017-08-09,36.28,36.66,36.02,36.59,22796797,"INTC"
2017-08-08,36.37,36.7,36.3,36.41,22819871,"INTC"
2017-08-07,36.39,36.55,36.22,36.43,18169335,"INTC"
2017-08-04,36.45,36.56,36.1,36.3,20520301,"INTC"
2017-08-03,36.55,36.59,36.15,36.49,26611347,"INTC"
2017-08-02,36.33,36.67,36.06,36.64,35004283,"INTC"
2017-08-01,35.66,36.43,35.57,36.35,38710244,"INTC"
2017-07-31,35.47,35.74,35.32,35.47,27056989,"INTC"
